wallet_address,realized_profit,unrealized_profit,combined_profit,realized_roi,unrealized_roi,combined_roi,winrate,tokens_traded,average_traded_time
87H52ed3uTNUSRG559YqFMoihy6mL6DySyxKMDTrprpM,"[{'1D': 0}, {'7D': -41.81352513783444}, {'30D': 4550.687335261473}]","[{'1D': 0}, {'7D': 0}, {'30D': -165.33120725481646}]","[{'1D': 0}, {'7D': -41.81352513783444}, {'30D': 4385.356128006656}]","[{'1D': 0}, {'7D': -15.730052885217166}, {'30D': 255.74536144612435}]","[{'1D': 0}, {'7D': 0}, {'30D': 93.73580182266497}]","[{'1D': 0}, {'7D': -100}, {'30D': 146.4538662844869}]","[{'1D': 0}, {'7D': 33.33333333333333}, {'30D': 75}]","[{'1D': 0}, {'7D': 3}, {'30D': 20}]","[{'1D': 0.059377104377104375}, {'7D': 0.059377104377104375}, {'30D': 0.059377104377104375}]"
8tFPLVNj7tAtd8DBk4nLYTvXF5iPh9kvnVVV7pQPuG9v,"[{'1D': 0}, {'7D': 1423.3344967323985}, {'30D': 6463.879050788416}]","[{'1D': -139.8567202526541}, {'7D': 443.59977974734596}, {'30D': 443.59977974734596}]","[{'1D': -139.8567202526541}, {'7D': 1866.9342764797445}, {'30D': 6907.478830535762}]","[{'1D': 0}, {'7D': 24.56295350702221}, {'30D': 153.12846244915306}]","[{'1D': 23.97037658379915}, {'7D': 12.691697018112928}, {'30D': 12.691697018112928}]","[{'1D': -100}, {'7D': 55.46501682264626}, {'30D': 12.268197846802268}]","[{'1D': 0}, {'7D': 75}, {'30D': 70}]","[{'1D': 1}, {'7D': 8}, {'30D': 20}]","[{'1D': 7.0952947413061915}, {'7D': 7.0952947413061915}, {'30D': 7.0952947413061915}]"
Bw1Yxqvd1g969SgpdjAA1S6Ndc98mVzzSc3LuzQv3E5A,"[{'1D': 0}, {'7D': 0}, {'30D': -5.119881562971152}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -5.119881562971152}]","[{'1D': 0}, {'7D': 0}, {'30D': -39.60103528687168}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -100}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': 1}]","[{'1D': 0.008166666666666666}, {'7D': 0.008166666666666666}, {'30D': 0.008166666666666666}]"
HCP6GXESKWbJR8CtNLc39LzFSLyh67RnqfvdwMuL6y4w,"[{'1D': 0}, {'7D': 37.2087386595452}, {'30D': 1941.6992798243118}]","[{'1D': 0}, {'7D': 0}, {'30D': -282.2262134816848}]","[{'1D': 0}, {'7D': 37.2087386595452}, {'30D': 1659.4730663426274}]","[{'1D': 0}, {'7D': 1.5123396411665249}, {'30D': 3.0159300620468605}]","[{'1D': 0}, {'7D': 0}, {'30D': 85.47154573689967}]","[{'1D': 0}, {'7D': 98.48766035883347}, {'30D': 95.71494778173371}]","[{'1D': 0}, {'7D': 62.5}, {'30D': 65.21739130434783}]","[{'1D': 0}, {'7D': 8}, {'30D': 23}]","[{'1D': 1.3434841269841271}, {'7D': 1.3434841269841271}, {'30D': 1.3434841269841271}]"
B9r6LwaixWL7VB9eSuJb48VWTHjYyhxcHy6a86LAWzzz,"[{'1D': 11.377907682775794}, {'7D': 644.9810567615009}, {'30D': 14587.040529254935}]","[{'1D': 0}, {'7D': 0}, {'30D': 33.406360019035795}]","[{'1D': 11.377907682775794}, {'7D': 644.9810567615009}, {'30D': 14620.446889273971}]","[{'1D': 4.772912293526708}, {'7D': 26.17857967011963}, {'30D': 156.38362428820565}]","[{'1D': 0}, {'7D': 0}, {'30D': 93.76319896817137}]","[{'1D': 95.2270877064733}, {'7D': 73.82142032988037}, {'30D': 63.56873345957704}]","[{'1D': 100}, {'7D': 90}, {'30D': 79.3103448275862}]","[{'1D': 1}, {'7D': 10}, {'30D': 29}]","[{'1D': 7.143933747412008}, {'7D': 7.143933747412008}, {'30D': 7.143933747412008}]"
BbS7e412soMUG4HBrJuhmXRcYxiaj5ereVwKayHCNCnU,"[{'1D': 0}, {'7D': -151.09729133957876}, {'30D': 2872.7473784661292}]","[{'1D': 0}, {'7D': 0}, {'30D': -111.81373805935398}]","[{'1D': 0}, {'7D': -151.09729133957876}, {'30D': 2760.933640406775}]","[{'1D': 0}, {'7D': -44.08606193850183}, {'30D': 142.00080355534158}]","[{'1D': 0}, {'7D': 0}, {'30D': 69.18320260421766}]","[{'1D': 0}, {'7D': -100}, {'30D': 36.47381542823639}]","[{'1D': 0}, {'7D': 25}, {'30D': 60.86956521739131}]","[{'1D': 0}, {'7D': 4}, {'30D': 23}]","[{'1D': 0.07040849673202615}, {'7D': 0.07040849673202615}, {'30D': 0.07040849673202615}]"
9fyWjivPc52RC67Q1vuiPSTZvsLQSPrqTnjcQei2EPdP,"[{'1D': 0}, {'7D': 0}, {'30D': -46.046064069933955}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -46.046064069933955}]","[{'1D': 0}, {'7D': 0}, {'30D': -4.629257403009391}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -100}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': 2}]","[{'1D': 0.0036507936507936506}, {'7D': 0.0036507936507936506}, {'30D': 0.0036507936507936506}]"
24J4vjL4A9pGmCnEGi24bx3eYZpbN2YGBG96vwZZxUux,"[{'1D': 0}, {'7D': -218.4862797057152}, {'30D': 9098.27491011224}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': -218.4862797057152}, {'30D': 9098.27491011224}]","[{'1D': 0}, {'7D': -44.57885647897818}, {'30D': 171.94492655885392}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': -100}, {'30D': 71.944926558854}]","[{'1D': 0}, {'7D': 33.33333333333333}, {'30D': 50}]","[{'1D': 0}, {'7D': 6}, {'30D': 22}]","[{'1D': 0.12188034188034187}, {'7D': 0.12188034188034187}, {'30D': 0.12188034188034187}]"
CUaECAFiEAUKdpmmXPVQKPVVFEpqtkjn5sx77mwF9nyz,"[{'1D': 0}, {'7D': 793.3243239265399}, {'30D': 7557.732846469255}]","[{'1D': 0}, {'7D': -79.17106046450866}, {'30D': -79.17106046450866}]","[{'1D': 0}, {'7D': 714.1532634620313}, {'30D': 7478.561786004746}]","[{'1D': 0}, {'7D': 181.40046709560264}, {'30D': 198.34396894866276}]","[{'1D': 0}, {'7D': 97.4652966447232}, {'30D': 97.4652966447232}]","[{'1D': 0}, {'7D': 63.297319472908676}, {'30D': 96.2662159138037}]","[{'1D': 0}, {'7D': 50}, {'30D': 78.26086956521739}]","[{'1D': 0}, {'7D': 2}, {'30D': 23}]","[{'1D': 6.7647870370370375}, {'7D': 6.7647870370370375}, {'30D': 6.7647870370370375}]"
5AgKA77qJefctBLZKiAm3ENiHRurhZkkxRYdmnZgebos,"[{'1D': 104.57347390347482}, {'7D': 2632.377880924052}, {'30D': 27015.591373415587}]","[{'1D': 0}, {'7D': 0}, {'30D': 15.31536671546527}]","[{'1D': 104.57347390347482}, {'7D': 2632.377880924052}, {'30D': 27030.906740131053}]","[{'1D': 27.617339817311642}, {'7D': 62.05341081362992}, {'30D': 174.40483470395486}]","[{'1D': 0}, {'7D': 0}, {'30D': 43.33007544607593}]","[{'1D': 72.38266018268834}, {'7D': 35.96070313009214}, {'30D': 75.10205770691488}]","[{'1D': 100}, {'7D': 82.14285714285714}, {'30D': 87.87878787878788}]","[{'1D': 3}, {'7D': 28}, {'30D': 66}]","[{'1D': 1.7013888888888888}, {'7D': 1.7013888888888888}, {'30D': 1.7013888888888888}]"
96JBEVe3ECZ48RmvDGvvozjyUKZd6uqsvARrAd5uvKoz,"[{'1D': 0}, {'7D': 573.4605702823451}, {'30D': 10075.118834402405}]","[{'1D': 0}, {'7D': 2.4930626512175177e-06}, {'30D': -346.40269407752277}]","[{'1D': 0}, {'7D': 573.4605727754077}, {'30D': 9728.716140324883}]","[{'1D': 0}, {'7D': 61.17311112504381}, {'30D': 187.88934840166397}]","[{'1D': 0}, {'7D': 6.117373987378909}, {'30D': 99.99999744413687}]","[{'1D': 0}, {'7D': 38.82688732120659}, {'30D': 81.42933832908939}]","[{'1D': 0}, {'7D': 100}, {'30D': 71.42857142857143}]","[{'1D': 0}, {'7D': 5}, {'30D': 21}]","[{'1D': 19.579078726968174}, {'7D': 19.579078726968174}, {'30D': 19.579078726968174}]"
E7Vpwi8ys3iRf2gyVtXLxA8K2CxrtCR2bD2igzR4gWWa,"[{'1D': 0}, {'7D': -32.060012196304314}, {'30D': 3901.879934510586}]","[{'1D': 0}, {'7D': 0}, {'30D': 26.892464288459337}]","[{'1D': 0}, {'7D': -32.060012196304314}, {'30D': 3928.7723987990453}]","[{'1D': 0}, {'7D': -10.715280192636968}, {'30D': 178.05982488391493}]","[{'1D': 0}, {'7D': 0}, {'30D': 44.0249426857355}]","[{'1D': 0}, {'7D': -100}, {'30D': 85.13116930813274}]","[{'1D': 0}, {'7D': 33.33333333333333}, {'30D': 72.72727272727273}]","[{'1D': 0}, {'7D': 3}, {'30D': 22}]","[{'1D': 0.06799283154121864}, {'7D': 0.06799283154121864}, {'30D': 0.06799283154121864}]"
47eS2U1tVVqJBtj8oU2f5Nk7ydxKWn6bHRQULfgC29oy,"[{'1D': 0}, {'7D': 539.7584580194157}, {'30D': 4369.5354931723905}]","[{'1D': 0}, {'7D': 0}, {'30D': -167.06912688178505}]","[{'1D': 0}, {'7D': 539.7584580194157}, {'30D': 4202.466366290605}]","[{'1D': 0}, {'7D': 105.76214573975142}, {'30D': 198.65543289777443}]","[{'1D': 0}, {'7D': 0}, {'30D': 94.72112874576769}]","[{'1D': 0}, {'7D': 5.762145739751416}, {'30D': 91.05984527148952}]","[{'1D': 0}, {'7D': 40}, {'30D': 64}]","[{'1D': 0}, {'7D': 5}, {'30D': 25}]","[{'1D': 0.07628787878787878}, {'7D': 0.07628787878787878}, {'30D': 0.07628787878787878}]"
AtzQ5SKksBn1qmXrcyYupAu6ee9QuNHwPkjMugZkUAhT,"[{'1D': 220.06994546942474}, {'7D': 5230.6004599439575}, {'30D': 18114.72932154486}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 220.06994546942474}, {'7D': 5230.6004599439575}, {'30D': 18114.72932154486}]","[{'1D': 24.543842553040314}, {'7D': 111.69655102687459}, {'30D': 153.93304191671047}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 75.45615744695966}, {'7D': 13.375449170785704}, {'30D': 54.59406686243295}]","[{'1D': 66.66666666666666}, {'7D': 76.19047619047619}, {'30D': 88.67924528301887}]","[{'1D': 3}, {'7D': 21}, {'30D': 53}]","[{'1D': 0.5583202614379085}, {'7D': 0.5583202614379085}, {'30D': 0.5583202614379085}]"
9tYbmUiSc7YQnmfwPCK4vmaADKUA6tZf1RgD12iukt6a,"[{'1D': 893.95939430514}, {'7D': 1032.7754687463062}, {'30D': 27638.7144302368}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 893.95939430514}, {'7D': 1032.7754687463062}, {'30D': 27638.7144302368}]","[{'1D': 32.38109586436922}, {'7D': 19.273584573949833}, {'30D': 135.83831184272339}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 67.61890413563077}, {'7D': 80.7207726262947}, {'30D': 35.8397975050617}]","[{'1D': 100}, {'7D': 68.42105263157895}, {'30D': 66.66666666666666}]","[{'1D': 1}, {'7D': 19}, {'30D': 72}]","[{'1D': 0.7283680555555556}, {'7D': 0.7283680555555556}, {'30D': 0.7283680555555556}]"
3HcE13Tk68jARMXyckdL4Zh2ajHHq6tiAxbLtZuTdHgP,"[{'1D': 39.40791358576403}, {'7D': 322.43398400739443}, {'30D': 12764.044036957397}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 39.40791358576403}, {'7D': 322.43398400739443}, {'30D': 12764.044036957397}]","[{'1D': 23.528870815025435}, {'7D': 6.103213662976927}, {'30D': 181.32078379339967}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 76.47112918497456}, {'7D': 93.89678633702306}, {'30D': 81.32078379339968}]","[{'1D': 100}, {'7D': 76.47058823529412}, {'30D': 80}]","[{'1D': 1}, {'7D': 17}, {'30D': 25}]","[{'1D': 7.785839243498818}, {'7D': 7.785839243498818}, {'30D': 7.785839243498818}]"
HQrvC7SxjxE2UgCTZEmkpLJppk1njtVKVyKZh97AXqru,"[{'1D': 0}, {'7D': 642.616412223138}, {'30D': 3449.928715325595}]","[{'1D': 0}, {'7D': -137.30016249398898}, {'30D': -304.14723720010403}]","[{'1D': 0}, {'7D': 505.31624972914904}, {'30D': 3145.781478125491}]","[{'1D': 0}, {'7D': 184.79170983413297}, {'30D': 179.69888390343306}]","[{'1D': 0}, {'7D': 68.87184859948484}, {'30D': 80.94705782786426}]","[{'1D': 0}, {'7D': 45.309475479124764}, {'30D': 63.856551038879}]","[{'1D': 0}, {'7D': 50}, {'30D': 59.09090909090909}]","[{'1D': 0}, {'7D': 4}, {'30D': 22}]","[{'1D': 0.07283854166666666}, {'7D': 0.07283854166666666}, {'30D': 0.07283854166666666}]"
E96L6UYCC5A2aXtsJb7v6joEZryrGy44JCoKD4n3ySEi,"[{'1D': 0}, {'7D': 9979.980649595858}, {'30D': 28651.461913289946}]","[{'1D': 0}, {'7D': 82.24608912688234}, {'30D': 34.10109306525911}]","[{'1D': 0}, {'7D': 10062.226738722742}, {'30D': 28685.563006355205}]","[{'1D': 0}, {'7D': 205.26198615948923}, {'30D': 207.9234755019372}]","[{'1D': 0}, {'7D': 67.03004648551548}, {'30D': 63.80005683552713}]","[{'1D': 0}, {'7D': 64.36038892992019}, {'30D': 118.7404213101098}]","[{'1D': 0}, {'7D': 85.71428571428571}, {'30D': 71.42857142857143}]","[{'1D': 0}, {'7D': 14}, {'30D': 21}]","[{'1D': 5.239183006535948}, {'7D': 5.239183006535948}, {'30D': 5.239183006535948}]"
FPGku7yDptbuA6o9gnHAiSoh5faoTxm6vefkyrzM7AUV,"[{'1D': 0}, {'7D': 794.7774250018196}, {'30D': 8855.372390995324}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 794.7774250018196}, {'30D': 8855.372390995324}]","[{'1D': 0}, {'7D': 15.287106634945433}, {'30D': 153.28769091848696}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 84.71289336505453}, {'30D': 53.28769091848694}]","[{'1D': 0}, {'7D': 63.1578947368421}, {'30D': 65.21739130434783}]","[{'1D': 0}, {'7D': 19}, {'30D': 23}]","[{'1D': 4.478072002923977}, {'7D': 4.478072002923977}, {'30D': 4.478072002923977}]"
D2qsKHgCxtbCYnDFpkoojtewnmNUReiDdrt8MFguzwe3,"[{'1D': 0}, {'7D': 0}, {'30D': -5.1953661614073425}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -5.1953661614073425}]","[{'1D': 0}, {'7D': 0}, {'30D': -40.0907815515252}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': -100}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 0}, {'30D': 1}]","[{'1D': 0.004007936507936508}, {'7D': 0.004007936507936508}, {'30D': 0.004007936507936508}]"
11fYoCmgnzBig5MWQM1gru75SiT6pi73rJyfE4fq5cs,"[{'1D': 0}, {'7D': -22.586196805598725}, {'30D': 3190.4338614800577}]","[{'1D': 0}, {'7D': -241.45985466936642}, {'30D': -223.46985173385664}]","[{'1D': 0}, {'7D': -264.04605147496517}, {'30D': 2966.964009746201}]","[{'1D': 0}, {'7D': -7.670632742643028}, {'30D': 187.32279892306124}]","[{'1D': 0}, {'7D': 74.31725621421941}, {'30D': 71.64249140023962}]","[{'1D': 0}, {'7D': -100}, {'30D': 76.0112106173969}]","[{'1D': 0}, {'7D': 50}, {'30D': 63.1578947368421}]","[{'1D': 0}, {'7D': 4}, {'30D': 19}]","[{'1D': 0.08328703703703703}, {'7D': 0.08328703703703703}, {'30D': 0.08328703703703703}]"
DDVv6QrA6ngXH5HfiyfKTfpUScexHomuwLz5pVQXmHD2,"[{'1D': 0}, {'7D': 87.06612105840158}, {'30D': 3342.116374868711}]","[{'1D': 0}, {'7D': 0}, {'30D': 81.08591666256461}]","[{'1D': 0}, {'7D': 87.06612105840158}, {'30D': 3423.2022915312755}]","[{'1D': 0}, {'7D': 26.420210636287244}, {'30D': 150.80067349794214}]","[{'1D': 0}, {'7D': 0}, {'30D': 43.00376313800876}]","[{'1D': 0}, {'7D': 73.57978936371275}, {'30D': 61.326640821452195}]","[{'1D': 0}, {'7D': 50}, {'30D': 63.63636363636363}]","[{'1D': 0}, {'7D': 4}, {'30D': 22}]","[{'1D': 0.07665798611111112}, {'7D': 0.07665798611111112}, {'30D': 0.07665798611111112}]"
DRXJy9urD8BqW1hdc2zCXfVsMyqgk7Mmu984skyAwKUQ,"[{'1D': 572.7717413466665}, {'7D': 173.12911641440883}, {'30D': 4876.78245038471}]","[{'1D': 0}, {'7D': -38.01286419978508}, {'30D': -38.01280755937403}]","[{'1D': 572.7717413466665}, {'7D': 135.11625221462376}, {'30D': 4838.769642825335}]","[{'1D': 28.86813622500001}, {'7D': 42.8953551400857}, {'30D': 18.710391195843474}]","[{'1D': 0}, {'7D': 95.04339283286107}, {'30D': 94.99191663205873}]","[{'1D': 85.68070646633333}, {'7D': 98.40153333997394}, {'30D': 83.00156895455734}]","[{'1D': 100}, {'7D': 75}, {'30D': 56.896551724137936}]","[{'1D': 1}, {'7D': 4}, {'30D': 58}]","[{'1D': 37.60542853154662}, {'7D': 37.60542853154662}, {'30D': 37.60542853154662}]"
27w4YZxrcuvKPGqyRWttT5qhtTiAhHxv5x8ecjff7pHK,"[{'1D': 2518.4737667237846}, {'7D': 18119.539276603144}, {'30D': 18839.587429470317}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 2518.4737667237846}, {'7D': 18119.539276603144}, {'30D': 18839.587429470317}]","[{'1D': 84.39576446841555}, {'7D': 116.35886140356517}, {'30D': 110.60607575720604}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 25.361916686794356}, {'7D': 16.620188010420296}, {'30D': 19.87452903575986}]","[{'1D': 80}, {'7D': 74.50980392156863}, {'30D': 73.21428571428571}]","[{'1D': 10}, {'7D': 51}, {'30D': 56}]","[{'1D': 0.2659}, {'7D': 0.2659}, {'30D': 0.2659}]"
35xkS5DWkjiXXkbMpatgTsCeddHYYwgAGsKDVVD8eKAR,"[{'1D': 0}, {'7D': 2317.764864415831}, {'30D': 5556.980030611429}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 2317.764864415831}, {'30D': 5556.980030611429}]","[{'1D': 0}, {'7D': 79.006521723744}, {'30D': 91.73765672136696}]","[{'1D': 0}, {'7D': 0}, {'30D': 0}]","[{'1D': 0}, {'7D': 20.993478276256013}, {'30D': 12.193669255720922}]","[{'1D': 0}, {'7D': 46.15384615384615}, {'30D': 52}]","[{'1D': 0}, {'7D': 13}, {'30D': 25}]","[{'1D': 9.44225018037518}, {'7D': 9.44225018037518}, {'30D': 9.44225018037518}]"
